UserID,Date/Time,topic,SearchTerm,emoticonBased,lexiconBased,Annotation 1,Annotation 2,Annotation 3,finalLabel5Classes,finalLabel3Classes,SN(Original Shona Tweet),ENGoogleTranslate
Nashboi9,2022-09-19 06:27:44,Sanitation ,Vanhu,POS,POS,VPOS,VPOS,POS,VPOS,POS,@ZimThanos @DaddyGhost85 @PrinceSimbah 😂 Wangu vanhu ngavadanane,'g 😂 my people love one another'
skieshugo,2022-09-22 14:05:08,Agriculture,nyama,UNK,POS,NEU,VNEG,NEU,NEU,NEU,"Question
Bae wako anokuda here or akakuchiva? 
Akuona unopedza ruchiva rwake here?
Akakuroora acharega kuchiva here?
Zvibata nyama nezvisiya muviripachena zvinorooresa here?",'will your quets love you if your appearance did he marry his lust and let the labor of meat and all the covering'
Triqsta1,2022-09-11 14:39:06,Finance,uyu,UNK,NEG,NEG,VNEG,VNEG,VNEG,NEG,@VictorKatare @ProfJNMoyo @TimesLIVE @MYANC @DlaminiZuma Haanyari uyu,'g go is not ashamed this'
Graham_Electric,2022-09-22 16:08:52,Sanitation ,Vanhu,POS,POS,VNEG,VNEG,NEG,VNEG,NEG,@aunthentic001 @TokoMasemola @ShadayaKnight Hahahah vanhu havanyatsonzwisise lol😂,"""g hahahah people don't really understand lol😂"""
Teenaishe_zw,2022-09-19 05:53:35,Finance,uyu,UNK,UNK,POS,POS,VPOS,POS,POS,@ShamisoAnitah @MsCharmainek Uyu anoziva uyu,'g is he knows this'
LJMutwins,2022-09-13 18:34:42,Finance,uyu,POS,POS,POS,POS,VPOS,POS,POS,@xparrow77 @ManzunzuN Saka taura naye@ManzunzuN munhu ouya here uyu😂,'g so talk to her ga and come this one'
Zimbabweangiant,2022-09-17 09:12:19,Education,Vana,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@NickyRuva @terryndoro @FaffieManhuhwa Better than NetOne. Kuno tangogarira vana,'g with the rat at which poopred on with wah wast by wilt blder.'
KossamMusundire,2022-09-21 14:36:11,Defence,chamisa,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@ali_naka Chamisa was the organising secretary of the worst election performance by mdc ... 2008 was delivered by Engineer Mudzuri as organising secretary.,'g champa was the organizing secretary of the est work permit election est election work permit election est election world election est election est permit election est election est election work permit election by mdc was diluted and organized secretary'
penzura_wacho,2022-09-15 07:00:00,Sanitation ,Vanhu,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,@Thickiana2001 @Loritah19 @Kays_wacho Ndofarira vanhu vanopengq,'g is interested in whorengq people'
rj45cat6_zw,2022-09-17 16:56:19,Sanitation ,Vanhu,POS,POS,NEG,NEG,VNEG,NEG,NEG,@JosphinePasara @Baddie_yumpiexx 😂😂😂😂😂haa vanhu vakazara zvekuti unogona kuita faithful kumunhu ari kutodanana neumwe munhu zvake nxaa,'g 😂😂😂😂😂haa people are so full of faiithful to someone who is already in love with someone else nxaa'
wato_mcee,2022-09-20 20:34:29,Education,Vana,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,@fatso4real @Wananchi2 @MakomboreroH People are so blind. Politics hamusati makudziziva. Vana @daddyhope ma mercenaries. They do zvinounzira mbiri ne mariri.,"""g people wol so blond. politics you don't know it. children mercenies. the do double-offer and money in their pockets."""
NewZimbabweCom,2022-09-21 11:21:05,Defence,chamisa,UNK,UNK,NEG,NEU,NEG,NEG,NEG,"Mutauriri webato rinopikisa re OPPOSITION Citizens’ Coalition for Change kana kuti CCC, Fadzai Mahere, vadaidzwa kudare reChinhoyi Central Police Station reLaw and Order Reverev 1633 Murayiro wemhosva weCCC, VaNelson Chamisa.
https://t.co/KpgyjTqZrA","""opposition citizes 'coalition for change spokes acco spochopers marva has been summoned to publish's phot and order department ever and order department ever and order department ever and order department ever and order department's lowel's over."""
DramaticOnashe,2022-09-22 17:56:45,Music,Shadaya,UNK,NEG,NEG,NEG,NEU,NEG,NEG,@RichardGibons @__vigie @_MakdShelby Hezvo ko Shadaya ipinda papi why would he perish with me iwewe utori red flag wakatsamwa,'g ga how shapedau will enter a why would wither he perish with me to be the red flag.'
Roy_electricals,2022-09-18 05:45:03,Sanitation ,Vanhu,POS,POS,VPOS,POS,VPOS,VPOS,POS,"@Ras_Tawaa 😂😂maya unoona chii ,manje iwewe siya vanhu vaite yaukuita 😂apa panoshanda bro code ,ask bro kut manga murip then wo replyer gulez ,or kana bro vasiri kubatika ,wotsvaga statement .zvekut muhombe akugaira ,blaz ndovanopedza naye",'g 😂😂maye u see now you leave people doing it to do 😂a with brother garda mak bro tenta mudda mukrowa makros in mixes. rev.fetic gazelle roma and finish her'
tawanda_gomo,2022-09-13 08:04:31,Communication,chitungwiza,UNK,UNK,VPOS,POS,POS,POS,POS,"chikamu cheMugwagwa weHarare-Masvingo, Chitungwiza Road & High Glen Road paMbudzi roundabout chichavharwa kubva musi wa18 Sept kuti pave for yekuvakwa kweMbudzi Interchange.
#Vision2030 https://t.co/t2hyqGUIjF",'a port of harare-wags road tongwaza road & amp high glen road at the noburu road at the style closent wift plase for the contrate of storting inchage'
enkudheni,2022-09-11 07:34:38,Communication,harare,UNK,NEG,NEG,NEG,NEU,NEG,NEG,@mhofela_mhofu @BestWitty @ccc_harare Salani avanetsa! Arikuda kuzvidavirira kune vese 📌 Salani afumura hudzvinyiriri mu #CCCZimbabwe,"""the hardships of galan is a prominent accountant accountant all the m📌 salani undertook the dictatorship in ccccober"""
RegisNyathi,2022-09-15 07:54:11,Education,Vana,UNK,UNK,VPOS,NEU,NEU,NEU,NEU,"@mr_zim_fit First books of the bible was political talk of vana Elijah,Elisha, David the book of Judges Vatongi it's about politics asi Java hasi hake.","""g first books of the bible was political talk of children elijhelisha david the book of judges judges it's about politics but java is a prophet"""
mombe_3,2022-09-24 07:01:53,Agriculture,mombe,UNK,NEG,NEG,NEU,NEG,NEG,NEG,"@zanupf_patriots Never
Nguva ino
Vagari vachakuranga
Kudzorera vanhu kuStone age",'g arthis timecitizes will punish to return people to stone age'
chibayajasi,2022-09-21 10:38:27,Agriculture,chikafu,UNK,UNK,NEU,POS,NEU,NEU,NEU,"@nickmangwana Diasporans vanhu vakatitiza Zimbabwe

Vangashanda sei zvakanaka neEmbassy muWashington....

Mumwe anoshamisika","""g don't compose food with unlike you"""
katylawanda6,2022-09-15 13:14:20,Sanitation,kusvika,UNK,POS,VPOS,VPOS,POS,VPOS,POS,@_MakdShelby Inini supervisor wangu anga ari bhoo munhu mumwe ma officer ndoaida kundiuraya. Manager wacho aiti kana aenda ku toilet aiti ndimumirire pa door kusvika apedza,'g atnini superoror my biologists have been a boo one of the officer and wanted to make fun of me. the manager is saying when he is gone to a toilet i would wait for him on door until he has finished'
Bryanchelsea11,2022-09-15 00:44:49,Sanitation ,Vanhu,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@hwendec Saka ma planner kut todii zvamuri kungoita ma rally kuma by elections muchifukunura vanhu mozorohwa futi(violence) neZanu kuma strongholds ikoko kwamukuenda.Mati torega ku displayer ombokaura here Sikhala?,'g saka ma planner kut todii zvamuri kungoita ma rally kuma by elections muchiunganidza vanhu mozopedzisira mangorohwa futiviolence nezanu kuma strongholds iwayo kwamukuenda.mati torega ku demonstrater ombokaura here sikhala'
tino4jenda,2022-09-13 17:37:14,Sanitation ,Vanhu,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@Slender_bbe Vanhu vanoda kundiyedza,'g people want to try me'
BaNiklaus,2022-09-21 17:05:59,Music,Shadaya,POS,POS,NEG,NEU,NEG,NEG,NEG,"@MadzimaiTiti Shadaya ari kutanda botso,arikutoda magate madzimai😂😂😂",'g sdaya is rushing and wants women'
ChimbandidzarNR,2022-09-16 15:22:37,Communication,chitungwiza,UNK,UNK,NEU,POS,POS,POS,POS,"Unozviziva here kuti kubva kwaChikwanha, kuChitungwiza unoona Reserve Bank of Zimbabwe
@Dembenuzani1 @craigbarker_10 @ReserveBankZIM @T_a_t_e_n_d_a https://t.co/nVchZVCaeG",'did you report it from trom team towa that you can't like the reserve bank of zimbabwe g'
Theophi04352547,2022-09-27 08:49:44,Agriculture,imbwa,UNK,UNK,VNEG,VNEG,NEG,VNEG,NEG,@OMpslsw Imbwa haabhadhare mamwe mamwe mativi eKimberly,'g dogs people on may teachers like others civil servants'
scimasn7,2022-09-18 08:11:37,Finance,uyu,UNK,UNK,NEG,NEG,NEU,NEG,NEG,@shanon_the_gem @tdmutunzi @learny26learnie Madungwe wenyu uyu ka,'g ga your first child'
BelieveChikom,2022-09-19 19:34:06,Home_Affairs,Baba,UNK,UNK,POS,POS,NEU,POS,POS,@BabaHarare1 @ShadayaKnight baba salisbury mafunga kumirira vanhukadzika. it’s understandable ndimi vekuti ikapoya moidzoreraka nejenareta.,"""g dad salisbury thought to wait for the deep. it's udertsandand but and steps and a generator."""
TawandaIam,2022-09-27 13:46:17,Agriculture,kudya,UNK,UNK,NEU,VPOS,VPOS,VPOS,POS,@NomaSapienTR the concept of the beans dzotonzwisa nzara wapedza kudya,'g some beans for the threading hungry after eating'
collinsdhlora,2022-09-13 16:04:40,Sanitation ,Vanhu,POS,POS,NEG,NEU,NEG,NEG,NEG,"Apa pabatwa vanhu , @ZECzim guys be serious @freemanchari was 💯 correct kuti ndimi murikuita kuti vanhu wasa register ku vota. https://t.co/yEZC1sy7jr",'here's stuck guys be serious was 💯 right to make people of ra.'
zimrobbie,2022-09-16 11:42:20,Home_Affairs,mai,UNK,UNK,NEU,NEU,POS,NEU,NEU,@Jeyst2 @Lee_Ann_Cara @MaryMliswa @KirstyCoventry @moysarzim Idununu mai ava! Auraya mufananidzo pawachi yake!,"""ggggg ha's mom just mentioned st port on her watch"""
Zimbaperson,2022-09-21 15:06:31,Music,Shadaya,POS,NEG,NEU,POS,POS,POS,POS,@Melsowethu Anzi na mukoma shadaya taurai mileage first tisati taita crush 🤣🤣,'g ada by brother shadai those kilometers first before crushing 🤣🤣'
lee_nyika,2022-09-17 07:29:36,Finance,uyu,UNK,UNK,NEU,NEU,VNEG,NEU,NEU,@kudzaironald @shingai23 Ndakachiona chemusi uyu mpfanha wangu https://t.co/tlbAkB61CX,'g i vary of this pillow'
yyeukaik,2022-09-13 20:20:32,Sanitation ,Vanhu,POS,POS,POS,NEU,POS,POS,POS,Vanhu vanokunhonga pasi uchizama kujamba 😂😂 https://t.co/YYCWajDnBu,'people pick up on you down while they are running to jump 😂😂'
nyanzvi_zw,2022-09-22 08:55:42,Music,Shadaya,UNK,UNK,VNEG,VNEG,NEU,VNEG,NEG,@ShadayaKnight Iwe shadaya King Charles vakaroora mvana izvezvi yatove queen .....zvekuti yarohwa kangani having basa....... kanauchida irifresh gadzira yako or kuenda kunanatetelicious vanedIchirikubuda ropa.... Tavabhoo nekusvorerwa hanzvanzi dzedu,'g you shaadaa king charles married myone is already queen if you have a cyen ulti if you have been so civanguous'
zimleague,2022-09-17 13:16:03,Sanitation ,Vanhu,UNK,UNK,NEG,NEG,VNEG,NEG,NEG,@F_A_R_A_I @TheGeminiCoder Ndimi vanhu Ve Dombo guka ngoma twumbwa 🫵🫵😂,'g are you people of rock cuts a muman dog \u0001faf5\u0001faf5😂'
Doro_renyika,2022-09-21 02:43:35,Sanitation ,Vanhu,UNK,POS,NEU,VNEG,VNEG,VNEG,NEG,@ralphalpha1909 But vanhu vakadzidza munazogadzirirawozve kuti why team iri richigara rakatotsamwa kare.,'g but people have learned to clearly explain why the team is always angry'
brightonmabs,2022-09-20 11:37:38,Music,Shadaya,UNK,UNK,NEU,VPOS,NEU,NEU,NEU,"@roseloohhair Waona manje? Ungati dzidziso dzaShadaya hadzina kunaka here? Mazuva achangopfuura akatumira kuti kushaisha vanobvumira kuregedzera kupfumisa tsika tsika tsika (baba, mukoma) uye vakapa mireza mitsvuku kune avo vanoderedza vakoma nenzizi dzavo. https://t.co/m7BSbZkExw","""g u see now can you say shadaya's teamya's teamya's teamings arerang juxy culti red flags."""
Ms_BridgetteK,2022-09-19 09:04:37,Sanitation ,Vanhu,UNK,NEG,NEU,POS,POS,POS,POS,"zvachose! So many people defaulted on their chronic meds because of this STC 30. Stem cell therapy chaiyo vanhu vanoiziva here? Yotengeswa mustreet?

Herbal product, STC 30 Illegal In Zimbabwe: MCAZ https://t.co/R3y4JXVw0k via @healthtimeszim",'finally so mony people defaulted on theiir chronic meds bean becase of this stc. stem cell therapy real people know it and be sold in stretherbal product stan illegal in zimbabwe mcz via g'
RoomsZW,2022-09-10 09:46:00,Communication,harare,UNK,UNK,POS,VPOS,POS,POS,POS,"Smart 2 roomed cottage to let in waterfalls zindoga, Harare.
Irimo, chimbuzi chako / yekugezera, chengetedzo, durawall/gedhi, chivechichibhorani, mataira pasi, padhuze ne/zvifambiso.
Rent inosanganisirwa.
I pabasa ipapo.

https://t.co/rrNe8M5K6u",'smart rometic cottage to let in waterfalls harare.sef centall / bath good waculet / bath good waculet / transport.acpacable formedide occupation.'
maridadi3,2022-09-22 07:03:48,Sanitation ,Vanhu,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@ice_girl_zw My conclusion is vanhu havana mari and they prioritize other things.,"""g my complusion is people don't have money and the prisuatise others."""
MhofuAnashe,2022-09-18 05:52:49,Sanitation ,Vanhu,UNK,UNK,NEG,NEG,NEU,NEG,NEG,@KMutisi Hapana mashop akavharwa vanhu vega unlike your gandanga organisation.ED akasatakura vanhu nemaZupco hapana hapana https://t.co/0sVyTqlvVk,'g no mashop closed people came alone uninto yororist orgasarization.ed unmarked people and zupco no'
slimshaddy_Max,2022-09-17 05:06:50,Home_Affairs,Baba,UNK,POS,VNEG,VNEG,NEG,VNEG,NEG,@_dxffodil @TheDark71466842 Uyuwo uyu isa face yako yakanaka kaa nhai chikomana kufanana na baba https://t.co/8NYTc31Z7h,'g is this this fac well kaa kaa baby like a father'
ice_girl_zw,2022-09-20 18:54:18,Sanitation ,Vanhu,POS,POS,POS,NEU,POS,POS,POS,Pa internet munenge muchiona pombi dzinorova vanhu ma $20😂😂😂😂,'on the internet will be see a pipe of people 😂😂😂😂'
mhungu,2022-09-16 11:48:45,Sanitation ,Vanhu,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@cor_tez11 @AllanChipoyi Asi ndiwe unevheta vanhu vanofunga?,'g but you're a kitty people think'
UnionZimTrust,2022-09-16 08:12:47,Communication,gweru,UNK,POS,POS,NEU,POS,POS,POS,"Laina Benson (47) wekuAmaveni, kuKwekwe akarwara ne#TB yemudumbu asi nhasi uno apora.

@UsaidZimbabwe iri kuronga rubatsiro rweUZT mu TB mumatunhu ose enyika - Chirumhanzu, Gwanda, Gweru, Insiza, Kwekwe, Mwenezi, Shurugwi, Zvishavane https://t.co/WF27qpqZtJ","""lave beenson of marryson of suffered tb of the stamch but today she is well and cudged. is supporting uztfully to the nomant to national tb response in zimbabs in zimbabwe - chilixeenu ganda mugwee's merzi shirt"""
williamwaingeni,2022-09-18 06:54:24,Finance,uyu,UNK,NEG,NEG,NEG,VNEG,NEG,NEG,@Chichibae11 @Manhims28854924 Muface uyu anongoda kubatirana then we beat the senseless shit out of him.,'g tu tace that only wants to hold each other for the senseless shit out of heim'
NokuwaJesu7,2022-09-27 05:01:24,Agriculture,nyama,UNK,POS,VNEG,VNEG,NEU,VNEG,NEG,@_tpyd Kana Uchiisa nyama mbiri imimi wozadza muriwo nemadomasi haibude... yekumba kwenyu ndiyo isinganake... tengai nyama,"'g when you put two meat and fill in the vessels, your home is what is not right buy meat'"
crussymalvin,2022-09-20 09:39:44,Sanitation ,Vanhu,UNK,UNK,NEU,NEU,VNEG,NEU,NEU,@_mayibongwe_ @ZimAround Asi vanhu kaaa,'g horyt will continue to tell people that the brothers ran away from the sport... not on saturday'
AdvocatePrime,2022-09-22 07:19:31,Music,winky d,UNK,UNK,VNEG,NEU,NEU,NEU,NEU,@ chitowamombe14 Cde Gwasai lecture yaisapera pasina kutaurwa nezve song ya Winky D.,'g-code gber picture window ends without a mention of wink'
Chira_bae,2022-09-14 06:50:23,Finance,uyu,UNK,UNK,POS,VPOS,POS,POS,POS,"@chichie_vee Takati unza 'chimwe chinhu' patafura kwete 'zvese'. Uyu bva atounza table yacho nefood yacho yese, manje ndozounzeiwo? 🙄😅","""g tiny bring 'something' to the table not 'every' every. this has already brought the table with the entire food now and get it up"""
TORNADOZW,2022-09-13 20:44:20,Finance,uyu,UNK,UNK,POS,NEU,NEU,NEU,NEU,@MaposaTasley @_callmesibs Anoziva ma sub ese mwana uyu https://t.co/1xH4HxJNZQ,'g is aware of all this baby's goals'
Nagey8,2022-09-10 06:52:30,Communication,harare,UNK,POS,VPOS,POS,POS,POS,POS,"@chiko_naz Doc: Vari married here babamunini vako ava?
Bruce & Babamunini: Aaaaaah

SUBTITLE: [Ndiwo matengero anoita varume vemuHarare vachitsvaga misimbo...]
😂😂😂😂😂",'g doc vari case here babamunini vako avabruce &amp babamunini aaaaaahsubtitle [this is how harare men buy time while finding the right answer...]😂😂😂😂😂'
JoriDenford,2022-09-24 14:13:21,Agriculture,mvura,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@freddyMM93 Kumedza mvura yemudhamu,'g swallow the water water'
TrueGospel96,2022-09-20 06:43:16,Sanitation ,Vanhu,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@ZBCNewsonline Musatibhowe imi nxaaaa... Makutotiita vanhu  venyuka 😠😠😠😠😠😠,"""g don't have on your nxaaaa raise people and bring you down 😠😠😠😠😠😠"""
sabhukumandiva,2022-09-18 05:06:32,Education,Vana,UNK,UNK,VNEG,NEU,NEU,NEU,NEU,@ShamaraiT @daddyhope @ParliamentZim Attacking @daddyhope haina kuita. Vafundisi vese pulpit kufema kudzora kutongwa kwehupenyu havafanire chema kana vafumurwa kuti ndevenhema. Vese vana Papawe avo are fake ! Hapana kukumbira ipapo.,'g with the rat at which poopred on with wah wast by wilt blder.'
nhunzvi04,2022-09-17 19:08:26,Finance,uyu,UNK,UNK,NEU,VNEG,NEU,NEU,NEU,@twoshadee Uyu anoita,'g is this'
LeoMapfumo,2022-09-17 05:25:06,Finance,kumba,UNK,UNK,NEU,VNEG,VNEG,VNEG,NEG,@African2244 + jail. Havangangoende kumba chete,'g + jail. they never go home only'
Unclepetso1,2022-09-26 10:51:33,Defence,chamisa,UNK,UNK,VNEG,VNEG,NEU,VNEG,NEG,"@Mkandatsama1 @IanSmiththe3rd @ChaibvaG @mhofela_mhofu @nelsonchamisa Une maziso ekuona kwaChamisa, kutsvedza kweMutumutsi netwunhu tusina basa asi uchingotarisa miriyoni yeUS dollars dziri kupambwa zuva rekushandisa manheru.

...ndisingarevi mukurumbira ekuzvikudza erudzi rweruzhinji iri kutorerwa zvinhu naMukuru!",'g g.'
FortuneKhumal11,2022-09-26 05:47:18,Agriculture,mombe,UNK,NEG,VNEG,VNEG,NEU,VNEG,NEG,@TichafaTmudzana @TariroHungwe2 @drjaytee87 @edmnangagwa ndozvionesa hudofo,"'g go is wrong, what's wrong with wearing clothes and moving in what has house-shaped man sheets, criches and other participants in the furniture of the furniture of the furniture.'"
BigDonRm,2022-09-18 07:33:10,Finance,mombe,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,"@ShadayaKnight Sorry tikubatei... Lobola haisikutsvaka mhinduro kumhandara!

But, pane inonzi mombe yechimanda, that one is for virginity, kana wakawana pakarohwa kudhara you're not charged that extra mombe.","""g sorry us to hold you mouth lobola is on the virginybut on the gander's wede if you found a beat for you're not charged for the cattle."""
thebraveheart07,2022-09-19 15:19:12,Education,Vana,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,@daddyhope Zanu inodya vana vayo,'g zanu eating her kids'
brightonmabs,2022-09-21 17:36:10,Music,Shadaya,UNK,POS,NEU,POS,POS,POS,POS,"@Ras_Tawaa @Stavoo23 And Boyz repa joza ndori lover, rinovhuririra makomba and arirore, aribuditse cent; iro ndiro ungatorichengeta and rino dumper rodanana netuvana tweikoko twakangwaririra, twakanaka ;ndipo pawunowona kuti Shadaya paya achiti if you hit over 30 Unenge wave dinasour anga achirevesa https://t.co/V1gSjzxe6E","""g and boyz of yoga is still a lover who opens the holes of good skilled workers for you."""
crussymalvin,2022-09-20 09:39:44,Sanitation ,Vanhu,UNK,UNK,NEG,NEU,NEU,NEU,NEU,@_mayibongwe_ @ZimAround Asi vanhu kaaa,'g but people kaaa'
Royalprecastzw,2022-09-10 10:31:27,Communication,harare,UNK,POS,VPOS,POS,POS,POS,POS,"Yemhando uye inoedza paving slabs

Tibate nhasi pa: 0714120493, 08644247939
Shanyira showroom yedu nefekitori pa1 Seke Road Cnr Seke naGeorge roads Hatfield Harare. https://t.co/xZxC98uY3Y","'for quality, affordable paving slab slate tiles and many more, contact us today to visit our showroom and factory at seke road cnr seke and george road hatfield harare.'"
williamzambezi,2022-09-14 15:05:25,Sanitation ,Vanhu,POS,POS,VNEG,VNEG,NEU,VNEG,NEG,"@MJairosi @OurMDCT @DMwonzora Vachaita maSupporters emveza sezvidhori 🤣🤣🤣

Musaigwa akavaudza kuti pamutamboi Vanhu, Harvest house haivhoti chivakwa chete, MDC is a name 🙈

Kuma sero/cell hakuna vanhu....
Vanhu chaivo vose vari Kwa Chamisa @nelsonchamisa","""g ga will make subpoters of carpent like idols told them to wait for the harvest house don't vote for the mdc and cell no people people are all"""
ACF_Zim,2022-09-15 15:21:31,Communication,harare,UNK,UNK,VPOS,POS,POS,POS,POS,@UsaidZimbabwe /@CDC / @UNICEFZIBWE vanokwanisa kugadzirisa nyaya che#WASH in Health Care Facilities muHarare apo pariitwa kuti zvivakwa zveWASH ne @ACF_Zim ne @zim_Ahead https://t.co/IemP9OhriP,'g/g/g made a joint follow-up visit to the washty cactira facilities profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability profitability
Mutungamiriri,2022-09-14 04:42:09,Education,Vana,UNK,UNK,NEU,VNEG,NEU,NEU,NEU,@KudaDee1 Ko mukwasha akati pamusoroi vana Baba. Ndakawana ruzhohwa pasina. Dzinza rose harisvode,"""gwwwa's bowels said about the children the father. i got up in no one. all tribe hariside"""
gemini_wale,2022-09-24 18:35:22,Education,mwana,UNK,UNK,VNEG,NEU,VNEG,VNEG,NEG,@FaffieManhuhwa topisa hedu mwana wevanhu 🔥🔥🔥🔥,'g and heat the baby of people 🔥🔥🔥🔥'
Emma231089,2022-09-18 07:21:06,Finance,uyu,UNK,UNK,POS,VPOS,POS,POS,POS,@Tynoe97 Munda uyu ndinoda kuukohwa,'g this field i want to harvest'
tygertigz_hbk,2022-09-23 17:28:10,Music,winky d,UNK,UNK,POS,VPOS,POS,POS,POS,@__vigie Winky d and Oskid bond magetsi inzwa kuendetan ne beat,'g winky d and oskid bond on their lights feel to goatin with beat'
Unique_tincho,2022-09-26 14:23:28,Music,winky d,NEG,NEG,NEG,NEG,VNEG,NEG,NEG,@planetpluto1992 @_tpyd Winky D ndizvo zvisina basa😤,'g winky d is so unlimited'
M82Melissa,2022-09-21 16:52:48,Home_Affairs,Baba,UNK,UNK,VNEG,NEG,VNEG,VNEG,NEG,ta baba jest zakochana w sobie!!! to sie nazywa jakoś! to choroba jest.. https://t.co/USlQ8VNOnN,'tomato jest zakoza w sobie to sie and zywa jakoś to choroba jest ..'
MunyaradziMathe,2022-09-20 11:29:23,Music,Shadaya,UNK,UNK,NEG,VNEG,NEG,NEG,NEG,"@CucsmanM kkkk some fighting in Hopewell's corner, vamwe Makomborero, vamwe Shadaya etc, undivided Zimbabwe, hapana kana hondo yatohwina","""g some fighting in lookeell's corner some sdaya etchianda etc idavided zimbabwe no war cover"""
ManicaPostZim,2022-09-11 07:25:09,Communication,harare,UNK,POS,NEU,POS,POS,POS,POS,"Chikwata cheCaps United chiri kutatarika neCaps United icho chiri kutamba muPremiership nhasi muPremier Soccer League, Tenax nhasi chirikunetsana kukunda eCastle Lager Premier Soccer League muNational Sports Stadium.

by @mungazimoffat

@capsunitedfczw
@fc_tenax
@CastleLagerPSL

https://t.co/fCyMIbpwEk",'fading harare giants caps united and premiership debutants tenax will today trade blows in a castle lager premier soccer league relagation dogfight at national sports stadium.by g'
gemini_wale,2022-09-20 22:32:14,Home_Affairs,Baba,POS,POS,NEU,VNEG,VNEG,VNEG,NEG,@bryanwacho @buhlethefirst_ baba vangu hure murisei😂😂,'g my daddy u rawi'
BrianMatonsi,2022-09-19 03:39:31,Finance,uyu,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@ShadayaKnight Uyu is a simp for mahure. Mimhanzi yake yese yese inosimudzira vasunungure avamiririre. Ndikoko and ndini ndadaro. Jiti mumhanzi wagara waimba uye wenzi uri pachinhu ichi pamusoro pehupenyu hurefu,'g is this is a simp for her range. all his music promites loose women let them wait for them. that is the need. jiti music has always been to farms and all know the kind of life'
CephasMutandwa1,2022-09-23 06:29:32,Home_Affairs,Baba,UNK,UNK,NEU,VNEG,VNEG,VNEG,NEG,@DaddyB71584593 @TafadzwaMugwadi @advocatemahere @mutami_susan Dhodhi ndi baba vako,'g ged is your father'
TelOneZW,2022-09-15 12:10:38,Communication,chitungwiza,UNK,POS,POS,POS,VPOS,POS,POS,@SalmanQuaramber Kwaziwai. Ndapota pfumai kuti LTE iri kubuditswa muHarare neChitungwiza. Nhamburiko dziri kuitwa kudzimba dzekuwedzera basa racho kune simba rinobvumira. Iwe unozodaro Naizvozvo pamapuratifomu edulume enhaurirazve chero tsvakirai. ^BMM,'g good daway. kindly note that the lte coverage is currenly in harare and chewwaze. efffort areer uppandy to expand the price to othras. you will be notified on our vaous social media platforms of ay developments. bmm'
matizakurima,2022-09-16 07:01:08,Sanitation ,Vanhu,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@daddyhope Ende vamwe vanhu mazungairwa ese/madununu. Ukaona munhu mukuru achifarira kupiwa an empty metal cup vobva vaziva kuti vamwe vanhu asi vachirarama,'g is long other people with realms / fees. if you see an older person interested in receiving an empty metal cup and are graduated for some people bodies but live'
progressivezim,2022-09-22 06:49:38,Sanitation ,Vanhu,UNK,NEG,NEG,VNEG,VNEG,VNEG,NEG,@paws_on_ya @PrinceWeNdebvu Asi vakushaya vanhu here,'g but you miss people'
Muvhimii,2022-09-26 09:50:30,Music,winky d,UNK,UNK,NEU,VPOS,NEU,NEU,NEU,"@ralphalpha1909 Ovius Winky D 

Kana pane adhinhiwa ngaauye ndogara pazasi apo",'g ovius winky d or on the order let go and sit below where'
ndururani4real,2022-09-14 14:23:45,Sanitation ,Vanhu,POS,NEG,VNEG,NEU,VNEG,VNEG,NEG,Hanzi heee vakanaka havasati vazvarwa😹😹😹😂😂 kuden kwako ndokusina vanhu vakanaka.,'hay heee the beautil ones is not of the born😹😹😹😂😂 to your worst people'
DennisDeMenac11,2022-09-11 06:23:08,Finance,uyu,UNK,UNK,NEG,NEU,NEG,NEG,NEG,@StreetKid_97 Maguire arikungofenda uyu atonzi auye kuHarare hospital,'g mugiire just going this is already said to come khazar hospulital'
IamAlsina02,2022-09-22 15:09:25,Agriculture,mvura,UNK,UNK,NEU,NEU,VPOS,NEU,NEU,@StillTayana @BorderJumper30 Mvura iri mubread pack,'g water is in bread pack'
